,company_brand,founded,headquarter,sector,about_company,founders,investor,amount,stage,year,founder Count,num_founders,FounderCategory
1164,Farmers Fresh Zone,2015,Kochi,AgriTech,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,Pradeep PS,IAN Fund,800000.0,early traction,2021,1,1,Multiple Founders
1165,Anveshan,2019,Bangalore,Food Industry,Revolutionizing the food industry through technology by providing high-quality traceable food products,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",DSG Consumer Partners,500000.0,validation,2021,3,3,Multiple Founders
1166,OckyPocky,2015,Gurgaon,Education,OckyPocky is India's 1st interactive English learning app for preschool kids.,Amit Agrawal,Sujeet Kumar,3000000.0,validation,2021,1,1,Multiple Founders
1167,Coutloot,2016,Mumbai,Service industry,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023","Mahima Kaul, Jasmeet Thind",Ameba Capital,8000000.0,others,2021,2,2,Multiple Founders
1168,Nova Benefits,2020,Bangalore,HealthTech,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,"Saransh Garg, Yash Gupta",Susquehanna International Group,10000000.0,early traction,2021,2,2,Multiple Founders
1169,HomeLane,2014,Bangalore,Real Estate,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",Srikanth Iyer,IIFL AMC,50000000.0,early traction,2021,1,1,Multiple Founders
1170,Lido Learning,2019,Mumbai,Education,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,Sahil Sheth,Unilazer Ventures,10000000.0,others,2021,1,1,Multiple Founders
1171,Jar,2021,Bangalore,Financial Services,A daily gold-savings app that saves spare change & auto-invests.,"Nishchay AG, Misbah Ashraf",Tribe Capital,4500000.0,early traction,2021,2,2,Multiple Founders
1172,Peppermint,2019,Pune,AI,Intelligent Housekeeping Robots for public and working spaces,"unal Dahiwade, Miraj C Vora",Venture Catalysts,600000.0,others,2021,2,2,Multiple Founders
1173,moneyHOP,2018,London,Financial Services,moneyHOP is India’s first cross-border neo bank.,Mayank Goyal,None,1200000.0,validation,2021,1,1,Multiple Founders
1174,Codingal,2020,Bangalore,Education,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,"Vivek Prakash, Satyam Baranwal",None,1200000.0,validation,2021,2,2,Multiple Founders
1175,Skit,2016,Bangalore,AI,Enabling enterprises to automate their contact centre operations using Voice AI.,"Sourabh Gupta, Akshay Deshraj",Westbridge Capital,23000000.0,early traction,2021,2,2,Multiple Founders
1176,Peak,2014,Manchester,InfoTech & Services,Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,Atul Sharma,SoftBank Vision Fund 2,75000000.0,early traction,2021,1,1,Multiple Founders
1177,REVOS,2017,Bangalore,Transportation,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,"Mohit Yadav, Jyotrian Jan Harichandran",None,4000000.0,early traction,2021,2,2,Multiple Founders
1178,Dezerv.,2021,Mumbai,Financial Services,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing","Sandeep Jethwani, Vaibhav Porwal, Sahil Contractor",levation Capital,7000000.0,validation,2021,3,3,Multiple Founders
1179,AppsForBharat,2020,Bangalore,Product studio,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",Prashant Sachan,levation Capital,10000000.0,early traction,2021,1,1,Multiple Founders
1180,Habbit,2020,Bangalore,Education,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,"Somnath Sandeep, Raghav Goyal",Ashok Goyal,320000.0,validation,2021,2,2,Multiple Founders
1181,Bikayi,2019,Hyderabad,E-Commerce,Empowering SMBs in India,"Sonakshi Nathani, Ashutosh Singla",Sequoia Capital India,10000000.0,early traction,2021,2,2,Multiple Founders
1182,Sugar.fit,2021,Bangalore,HealthTech,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.","Shivtosh Kumar, Madan Somasundaram",Cure.fit,10000000.0,others,2021,2,2,Multiple Founders
1183,Dukaan,2020,Bangalore,Retail,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.","Suumit Shah, Subhash Choudhary",HOF Capital,11000000.0,early traction,2021,2,2,Multiple Founders
1184,Vidyakul,2017,Gurgaon,Education,Vidyakul is a group of academic experts.,"Tarun Saini, Gaurav Singhvi",We Founder Circle,500000.0,others,2021,2,2,Multiple Founders
1185,Goodmylk,2015,Bangalore,Food Industry,Make plant-based food affordable and accessible in India.,Abhay Rangan,Jinisha Sharma,1000000.0,validation,2021,1,1,Multiple Founders
1186,Fieldproxy,2016,Chennai,AI,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,"Swaroop Vijayakumar, Balakrishna B",LetsVenture,200000.0,validation,2021,2,2,Multiple Founders
1187,NeuroPixel.AI,2020,Bangalore,InfoTech & Services,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,None,Arvind Venugopal Nair,800000.0,validation,2021,1,1,Multiple Founders
1188,Elixia Tech Solutions,2011,Mumbai,InfoTech & Services,End to End Logistics Automation Expert,Sanket Sheth,ajasthan Venture Capital Fund,1000000.0,early traction,2021,1,1,Multiple Founders
1189,bitsCrunch,2020,Chennai,Logistics,A consulting firm focused mainly on Data Analytics and DevOps.,Saravanan Jaichandaran,Covalent,700000.0,validation,2021,1,1,Multiple Founders
1190,Prolgae,2016,Nilgiris,HealthTech,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,Aakas Sadasivam,Vijayan,200000.0,validation,2021,1,1,Multiple Founders
1191,Biddano,2016,Pune,HealthTech,India's first tech-enabled healthcare logistics platform.,"Talha Shaikh, Ashok Yadav",Gokul Rajaram,2000000.0,early traction,2021,2,2,Multiple Founders
1192,Geniemode,2021,Gurgaon,B2B,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.","Amit Sharma, Tanuj Gangwani",Info Edge Ventures,2000000.0,others,2021,2,2,Multiple Founders
1193,Sapio Analytics,2019,Mumbai,InfoTech & Services,Sapio helps government create policies driven by the power of data and AI.,"Hardik Somani, Ashwin Srivastava, Shripal Jain, Viral Vora",achit Poddar,3000000.0,others,2021,4,4,Multiple Founders
1194,Neokred,2019,Bangalore,Financial Services,Democratizing Open Banking,"Tarun Nazare, Rohith Reji",Virenxia Group,500000.0,validation,2021,2,2,Multiple Founders
1195,Delhivery,2011,Gurgaon,Logistics,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,Addition,76000000.0,early traction,2021,1,1,Multiple Founders
1196,Flipspaces,2011,Mumbai,Design,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Kunal Sharma,Prashasta Seth,2000000.0,early traction,2021,1,1,Multiple Founders
1197,Fleek,2021,Bangalore,InfoTech & Services,Fleek helps track & manage subscriptions in one place.,"Aditya Uttaravalli, Arvind Eashwar",Axilor,1000000.0,validation,2021,2,2,Multiple Founders
1198,GoKwik,2020,Delhi,InfoTech & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Ankush Talwar, Chirag Taneja, Vivek Bajpai",Matrix Partners India,5000000.0,early traction,2021,3,3,Multiple Founders
1199,Proeon,2018,Pune,Food Industry,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.","Ashish Korde, Kevin Parekh",Shaival Desai,2000000.0,validation,2021,2,2,Multiple Founders
1200,InfyU Labs,2019,Gandhinagar,AgriTech,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,"Amit Srivastava, Ankit Chauhan",IAN,200000.0,validation,2021,2,2,Multiple Founders
1201,TechEagle,2015,Gurgaon,Transportation,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",Vikram Singh Meena,India Accelerator,500000.0,validation,2021,1,1,Multiple Founders
1202,Voxelgrids,2017,Bangalore,InfoTech & Services,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",Arjun Arunachalam,Zoho,5000000.0,others,2021,1,1,Multiple Founders
1203,Cogos Technologies,2016,Bangalore,Logistics,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,Prasad Sreeram,Transworld Group,2000000.0,early traction,2021,1,1,Multiple Founders
1204,Gigforce,2019,Gurgaon,HR,A gig/on-demand staffing company.,"Chirag Mittal, Anirudh Syal",ndiya Partners,3000000.0,early traction,2021,2,2,Multiple Founders
1205,Vahdam,2015,Delhi,Food Industry,VAHDAM is among the world’s first vertically integrated online-first tea brands.,Bala Sarda,IIFL AMC,20000000.0,early traction,2021,1,1,Multiple Founders
1206,Leap Finance,2019,Bangalore,Financial Services,International education loans for high potential students.,"Arnav Kumar, Vaibhav Singh",Owl Ventures,55000000.0,early traction,2021,2,2,Multiple Founders
1207,CollegeDekho,2015,Gurgaon,Education,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals.",uchir Arora,Winter Capital,26000000.0,early traction,2021,1,1,Multiple Founders
1208,WeRize,2019,Bangalore,Financial Services,India’s first socially distributed full stack financial services platform for small town India,"Vishal Chopra, Himanshu Gupta",3one4 Capital,8000000.0,early traction,2021,2,2,Multiple Founders
1209,Aqgromalin,2019,Chennai,AgriTech,Cultivating Ideas for Profit,"Prasanna Manogaran, Bharani C L",Angel investors,200000.0,others,2020,2,2,Multiple Founders
1210,Krayonnz,2019,Bangalore,Education,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,100000.0,validation,2020,2,2,Multiple Founders
1211,PadCare Labs,2018,Pune,Hygiene management,Converting bio-hazardous waste to harmless waste,Ajinkya Dhariya,Venture Center,3000000.0,validation,2020,1,1,Multiple Founders
1212,NCOME,2020,Delhi,Escrow,Escrow-as-a-service platform,itesh Tiwari,Venture Catalysts,400000.0,others,2020,1,1,Multiple Founders
1213,Gramophone,2016,Indore,AgriTech,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan",Siana Capital Management,340000.0,others,2020,4,4,Multiple Founders
1214,qZense,2019,Bangalore,AgriTech,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,"ubal Chib, Dr Srishti Batra",Venture Catalysts,600000.0,validation,2020,2,2,Multiple Founders
1215,MyClassboard,2008,Hyderabad,Education,MyClassboard is a full-fledged School / College Management Software.,Ajay Sakhamuri,ICICI Bank.,600000.0,early traction,2020,1,1,Multiple Founders
1216,Metvy,2018,Gurgaon,Networking platform,AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.,Shawrya Mehrotra,HostelFund,3000000.0,others,2020,1,1,Multiple Founders
1217,Rupeek,2015,Bangalore,Financial Services,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.","Amar Prabhu, Ashwin Soni, Sumit Maniyar",KB Investment,45000000.0,early traction,2020,3,3,Multiple Founders
1218,Gig India,2017,Pune,Crowdsourcing,GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.,"Aditya Shirole, Sahil Sharma",Shantanu Deshpande,1000000.0,early traction,2020,2,2,Multiple Founders
1219,Slurrp Farm,2016,Gurgaon,Food & Bevarages,Slurrp Farm is a children health food brand.,Meghana Narayan,ireside Ventures,2000000.0,early traction,2020,1,1,Multiple Founders
1220,Medfin,2017,Bangalore,HealthTech,Medfin is a Discovery platform for medical procedures and financing.,"Arjun Kumar, Arun Kumar, Sidharth Gurjar",Axilor Ventures,3000000.0,early traction,2020,3,3,Multiple Founders
1221,MasterG,2015,Delhi,Fashion startup,MasterG is a design and skill development organisation.,Gayatri Jolly,Acumen Funds angel programme,3000000.0,others,2020,1,1,Multiple Founders
1222,Brila 91,2014,Delhi,Food & Bevarages,Bira 91 is a craft beer company.,Ankur Jain,Sequoia Capital India,1200000.0,others,2020,1,1,Multiple Founders
1223,FoodyBuddy,2015,Belgaum,Food Industry,FoodyBuddy is a online food delivery portal,"Akil Sethuraman, Anup Gopinath, Rachna Rao",ebel Foods,600000.0,others,2020,3,3,Multiple Founders
1224,Zomato,2008,Gurgaon,Food Industry,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah",Kora,660000000.0,others,2020,3,3,Multiple Founders
1225,OurEye.ai,2020,Bangalore,Financial Services,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.","Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal",100X VC,120000.0,others,2020,3,3,Multiple Founders
1226,Shiprocket,2017,Delhi,E-Commerce,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,"Gautam Kapoor, Saahil Goel, Vishesh Khurana",Bertelsmann India Investments,7500000.0,early traction,2020,3,3,Multiple Founders
1227,Pine Labs,1998,Noida,Financial Services,A merchant platform company that provides financing and last-mile retail transaction technology to merchants.,Amrish Rau,Mastercard,3000000.0,others,2020,1,1,Multiple Founders
1228,Moneyboxx Finance,2019,Delhi,Financial Services,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,Prashant Agarwal,BlackSoil,1000000.0,others,2020,1,1,Multiple Founders
1229,EWar,2019,Bangalore,Entertainment,EWar Games is a e-sports and real-time gaming start-up.,"Parth Chadha, Rahul Singh",Jindal Steels,3000000.0,early traction,2020,2,2,Multiple Founders
